=== Re-evaluation on test set ===

User supplied test set
Relation:     Standardized_blind(1)
Instances:     unknown (yet). Reading incrementally
Attributes:   29

=== Predictions on user test set ===

    inst#     actual  predicted error prediction
      864        1:?        2:N       0.898 
      865        1:?        2:N       0.982 
      866        1:?        1:P       0.525 
      867        1:?        2:N       0.634 
      868        1:?        1:P       0.528 
      869        1:?        2:N       0.956 
      870        1:?        2:N       0.677 
      871        1:?        2:N       0.987 
      872        1:?        2:N       0.885 
      873        1:?        2:N       0.926 
      874        1:?        2:N       0.989 
      875        1:?        2:N       0.872 
      876        1:?        2:N       0.876 
      877        1:?        2:N       0.971 
      878        1:?        2:N       0.972 
      879        1:?        2:N       0.894 
      880        1:?        2:N       0.9 
      881        1:?        2:N       0.89 
      882        1:?        2:N       0.735 
      883        1:?        2:N       0.798 
      884        1:?        2:N       0.832 
      885        1:?        1:P       0.608 
      886        1:?        1:P       0.566 
      887        1:?        2:N       0.925 
      888        1:?        2:N       0.574 
      889        1:?        2:N       0.908 
      890        1:?        2:N       0.936 
      891        1:?        2:N       0.96 
      892        1:?        2:N       0.872 
      893        1:?        2:N       0.928 
      894        1:?        2:N       0.965 
      895        1:?        2:N       0.528 
      896        1:?        2:N       0.997 
      897        1:?        1:P       0.787 
      898        1:?        2:N       0.726 
      899        1:?        1:P       0.941 
      900        1:?        2:N       0.992 
      901        1:?        2:N       0.897 
      902        1:?        2:N       0.928 
      903        1:?        2:N       0.997 
      904        1:?        2:N       0.842 
      905        1:?        2:N       0.918 
      906        1:?        1:P       0.841 
      907        1:?        2:N       0.861 
      908        1:?        2:N       0.741 
      909        1:?        2:N       0.733 
      910        1:?        2:N       0.905 
      911        1:?        2:N       0.955 
      912        1:?        2:N       0.902 
      913        1:?        2:N       0.845 
      914        1:?        1:P       0.554 
      915        1:?        2:N       0.882 
      916        1:?        2:N       0.987 
      917        1:?        2:N       0.977 
      918        1:?        2:N       0.723 
      919        1:?        1:P       0.948 
      920        1:?        2:N       0.998 
      921        1:?        2:N       0.987 
      922        1:?        2:N       0.835 
      923        1:?        2:N       0.995 
      924        1:?        2:N       0.833 
      925        1:?        2:N       0.937 
      926        1:?        2:N       0.946 
      927        1:?        2:N       0.837 
      928        1:?        2:N       0.89 
      929        1:?        1:P       0.722 
      930        1:?        2:N       0.947 
      931        1:?        1:P       0.537 
      932        1:?        2:N       0.736 
      933        1:?        2:N       0.874 
      934        1:?        2:N       0.581 
      935        1:?        2:N       0.946 
      936        1:?        1:P       0.944 
      937        1:?        2:N       0.948 
      938        1:?        2:N       0.608 
      939        1:?        2:N       0.987 
      940        1:?        2:N       0.774 
      941        1:?        2:N       0.991 
      942        1:?        2:N       0.989 
      943        1:?        2:N       0.819 
      944        1:?        1:P       0.656 
      945        1:?        1:P       0.714 
      946        1:?        1:P       0.826 
      947        1:?        2:N       0.995 
      948        1:?        1:P       0.674 
      949        1:?        1:P       0.617 
      950        1:?        2:N       0.755 
      951        1:?        1:P       0.823 
      952        1:?        2:N       0.996 
      953        1:?        2:N       0.887 
      954        1:?        2:N       0.937 
      955        1:?        2:N       0.93 
      956        1:?        2:N       0.785 
      957        1:?        2:N       0.805 
      958        1:?        2:N       0.872 
      959        1:?        2:N       0.914 
      960        1:?        2:N       0.941 
      961        1:?        1:P       0.76 
      962        1:?        2:N       0.629 
      963        1:?        2:N       0.994 
      964        1:?        2:N       0.874 
      965        1:?        1:P       0.543 
      966        1:?        2:N       0.904 
      967        1:?        2:N       0.571 
      968        1:?        2:N       0.849 
      969        1:?        2:N       0.994 
      970        1:?        2:N       0.979 
      971        1:?        2:N       0.999 
      972        1:?        2:N       0.718 
      973        1:?        2:N       0.675 
      974        1:?        2:N       0.907 
      975        1:?        2:N       0.946 
      976        1:?        2:N       0.688 
      977        1:?        2:N       0.939 
      978        1:?        2:N       0.557 
      979        1:?        2:N       0.577 
      980        1:?        1:P       0.631 
      981        1:?        1:P       0.648 
      982        1:?        2:N       0.565 
      983        1:?        1:P       0.703 
      984        1:?        2:N       0.829 
      985        1:?        2:N       0.98 
      986        1:?        2:N       0.979 
      987        1:?        2:N       0.978 
      988        1:?        2:N       0.735 
      989        1:?        1:P       0.982 
      990        1:?        2:N       0.993 
      991        1:?        2:N       0.9 
      992        1:?        2:N       0.813 
      993        1:?        1:P       0.963 
      994        1:?        1:P       0.626 
      995        1:?        2:N       0.875 
      996        1:?        2:N       0.996 
      997        1:?        2:N       0.956 
      998        1:?        2:N       0.993 
      999        1:?        2:N       0.865 
     1000        1:?        2:N       0.931 
     1001        1:?        2:N       0.888 
     1002        1:?        2:N       0.996 
